# LightTools 2026 
# Ray Data Export File
lt_rdf_version: 2.0
dataname: untitledRayData
lt_datatype: radiant_power
lt_far_field_data: no
lt_color_info: none
lt_length_units: millimeters
lt_data_origin:          0          0          0
lt_radiant_flux: 0.003443417
lt_startofdata
     -76.87387       2.748894            -80     -0.5140575     0.01838192     -0.8575587     0.02002394
     -9.548475      -70.90769            -80    -0.06502164     -0.4828556     -0.8732827     0.02002394
     -10.69312      -5.047012            -80     -0.1322275    -0.06240963     -0.9892527     0.02002394
     -14.39545       15.13947            -80     -0.1741047      0.1831032      -0.967554     0.02002394
      18.80013      -4.231267            -80      0.2284668     -0.0514201     -0.9721928     0.02002394
     -6.960181      -3.745299            -80    -0.08658072     -0.0465894     -0.9951549     0.02002394
      5.240471        16.0073            -80     0.06410058      0.1957986     -0.9785469     0.02002394
      6.602257      -14.63732            -80     0.08091438     -0.1793886     -0.9804451     0.02002394
     -18.92341      0.6665126            -80     -0.2301828    0.008107407     -0.9731137     0.02002394
      45.29757      -10.93216            -80      0.3319823     -0.0801209     -0.9398768     0.02002394
     -14.89618      -5.353591            -80      -0.182661     -0.0656472     -0.9809818     0.02002394
      8.180414      -17.56982            -80     0.09938043     -0.2134484     -0.9718865     0.02002394
      6.356753       16.14243            -80     0.07765438      0.1971967     -0.9772836     0.02002394
     -59.70164      -31.34157            -80     -0.4120527     -0.2163153     -0.8851103     0.02002394
     -8.855616       2.079818            -80     -0.1099865     0.02583128     -0.9935974     0.02002394
     -72.15407       22.41666            -80     -0.4847604      0.1506043     -0.8615833     0.02002394
     -7.882037      -2.852363            -80    -0.09798904    -0.03546042     -0.9945555     0.02002394
     -21.26425      -1.867389            -80      -0.256818    -0.02255332     -0.9661966     0.02002394
     0.8787146       -15.6517            -80     0.01077894     -0.1919949     -0.9813367     0.02002394
     -9.825495       -3.73838            -80     -0.1217718    -0.04633143     -0.9914762     0.02002394
      0.182134       7.367495            -80    0.002267075     0.09170538     -0.9957836     0.02002394
      22.25055       2.774608            -80      0.2678111     0.03339561     -0.9628925     0.02002394
      5.056597       7.245359            -80     0.06282546     0.09001964     -0.9939564     0.02002394
      12.57688      -19.20107            -80      0.1511141     -0.2307051     -0.9612178     0.02002394
      7.537114       11.22086            -80     0.09289718      0.1383005     -0.9860239     0.02002394
     -16.15896       10.95562            -80     -0.1962285      0.1330411     -0.9714908     0.02002394
     -29.77288      -40.08797            -80     -0.2163397     -0.2912926     -0.9318507     0.02002394
      -5.13505       11.35074            -80    -0.06342368      0.1401945     -0.9880906     0.02002394
    -0.9705836      -8.824378            -80    -0.01205828     -0.1096318     -0.9938991     0.02002394
     -11.25747      0.5393745            -80     -0.1393424    0.006676255     -0.9902217     0.02002394
     -21.03131       4.492592            -80     -0.2538781     0.05423203     -0.9657147     0.02002394
      33.15103      -66.78683            -80      0.2234761     -0.4502201        -0.8645     0.02002394
      16.66928       4.819436            -80      0.2036311     0.05887398     -0.9772759     0.02002394
      13.34199      -3.396019            -80      0.1643588    -0.04183526      -0.985513     0.02002394
      13.74011      -10.82008            -80      0.1677887     -0.1321305     -0.9769281     0.02002394
      -7.65707      -18.25634            -80    -0.09291079     -0.2215223      -0.970719     0.02002394
     -3.663536      -16.03259            -80    -0.04485619     -0.1963024     -0.9795169     0.02002394
        13.468      -10.43343            -80      0.1646577     -0.1275576     -0.9780679     0.02002394
      20.51153       5.742207            -80      0.2477626     0.06936117     -0.9663347     0.02002394
     -14.66522       14.24039            -80     -0.1776088      0.1724638     -0.9688712     0.02002394
      2.382408       2.247815            -80     0.02975517     0.02807417     -0.9991629     0.02002394
     -15.18502      -12.52267            -80     -0.1170385    -0.09651843     -0.9884261     0.02002394
     -22.52657      -3.363679            -80     -0.2708201    -0.04043899     -0.9617802     0.02002394
     -29.92677       22.27608            -80     -0.2240722      0.1667888     -0.9601943     0.02002394
     -64.29369      -9.734468            -80     -0.4471475    -0.06770094     -0.8918945     0.02002394
      2.671988      -14.25322            -80     0.03286427     -0.1753083     -0.9839649     0.02002394
     -1.805446       17.48501            -80    -0.02204225      0.2134703     -0.9767008     0.02002394
      7.580587      -17.85146            -80     0.09208982     -0.2168615      -0.971849     0.02002394
     -31.45415      -40.16077            -80     -0.2279028     -0.2909871     -0.9291861     0.02002394
       20.5985      -28.45776            -80      0.1549145     -0.2140213     -0.9644669     0.02002394
      19.87669      -6.850402            -80      0.2402991    -0.08281789     -0.9671595     0.02002394
      4.282271        12.9216            -80     0.05276989      0.1592312       -0.98583     0.02002394
      57.81921      -29.79926            -80      0.4020936     -0.2072337      -0.891838     0.02002394
     -59.66861      -42.30828            -80     -0.4041603     -0.2865715     -0.8686376     0.02002394
      -19.8574       6.309495            -80     -0.2402043     0.07632259     -0.9677173     0.02002394
      3.698541      -6.365264            -80     0.04603725    -0.07923104     -0.9957926     0.02002394
      1.695951       63.91375            -80     0.01183525      0.4460243     -0.8949426     0.02002394
         20.04      -50.43755            -80      0.1439099     -0.3621988     -0.9209245     0.02002394
      5.010126       7.523214            -80     0.06223063     0.09344562     -0.9936777     0.02002394
     -17.99442      -9.782537            -80     -0.2179023      -0.118461     -0.9687546     0.02002394
      2.283016      -10.53748            -80      0.0177398    -0.08187971     -0.9964843     0.02002394
      19.28163       1.981655            -80      0.2342429     0.02407413       -0.97188     0.02002394
      12.33236      -7.898387            -80      0.1516348    -0.09711602     -0.9836541     0.02002394
     -55.00316      -6.040722            -80     -0.3938061    -0.04324975     -0.9181755     0.02002394
     -9.703696      -12.65313            -80     -0.1189562      -0.155113     -0.9807086     0.02002394
     -30.02658      -16.21912            -80      -0.226265      -0.122219     -0.9663678     0.02002394
     -13.70179       -16.3837            -80     -0.1654766     -0.1978661     -0.9661607     0.02002394
